timestamp;pond;ph;do;temp
29/01/26 05.45;Tilapia;7.69;4.81;29.44
29/01/26 06.00;Tilapia;7.75;5.03;28.85
29/01/26 06.15;Tilapia;7.72;5.14;29.68
29/01/26 06.30;Tilapia;7.63;4.72;29.32
29/01/26 06.45;Tilapia;7.81;4.94;29.34
29/01/26 07.00;Tilapia;7.56;4.88;29.43
29/01/26 07.15;Tilapia;7.81;5.73;29.69
29/01/26 07.30;Tilapia;7.93;5.61;29.79
29/01/26 07.45;Tilapia;7.85;4.78;29.2
29/01/26 08.00;Tilapia;7.79;5.69;30.36
29/01/26 08.15;Tilapia;7.98;5.56;30.21
29/01/26 08.30;Tilapia;8.01;5.84;30.4
29/01/26 08.45;Tilapia;7.81;5.88;30.51
29/01/26 09.00;Tilapia;7.67;4.8;29.23
29/01/26 09.15;Tilapia;7.82;6.09;29.91
29/01/26 09.30;Tilapia;7.76;5.41;29.46
29/01/26 09.45;Tilapia;7.76;5.49;30.17
29/01/26 10.00;Tilapia;7.95;6.01;30.16
29/01/26 10.15;Tilapia;7.85;5.39;29.94
29/01/26 10.30;Tilapia;7.87;5.67;30.05
29/01/26 10.45;Tilapia;7.57;6.33;30.02
29/01/26 11.00;Tilapia;7.75;4.85;29.23
29/01/26 11.15;Tilapia;7.92;6.42;30.53
29/01/26 11.30;Tilapia;7.65;5.11;29.71
29/01/26 11.45;Tilapia;7.8;5.69;29.86
29/01/26 12.00;Tilapia;7.98;6.2;30.48
29/01/26 12.15;Tilapia;8.05;6.14;30.25
29/01/26 12.30;Tilapia;7.8;5.96;30.01
29/01/26 12.45;Tilapia;8.1;6.42;30.11
29/01/26 13.00;Tilapia;8.09;6.15;30.66
29/01/26 13.15;Tilapia;7.91;6.68;30.14
29/01/26 13.30;Tilapia;7.98;6.4;30.32
29/01/26 13.45;Tilapia;7.95;6.46;29.96
29/01/26 14.00;Tilapia;8.04;6.91;29.98
29/01/26 14.15;Tilapia;7.7;6.21;29.89
29/01/26 14.30;Tilapia;7.94;5.92;29.72
29/01/26 14.45;Tilapia;8.06;6.03;29.4
29/01/26 15.00;Tilapia;7.88;6.21;29.91
29/01/26 15.15;Tilapia;7.96;6.34;29.82
29/01/26 15.30;Tilapia;7.95;6.09;29.93
29/01/26 15.45;Tilapia;7.85;6.19;29.35
29/01/26 16.00;Tilapia;7.97;6.21;28.95
29/01/26 16.15;Tilapia;7.75;5.47;29.05
29/01/26 16.30;Tilapia;7.92;5.64;28.83
29/01/26 16.45;Tilapia;7.81;5.76;28.5
29/01/26 17.00;Tilapia;7.89;5.63;28.64
29/01/26 17.15;Tilapia;7.8;5.85;28.93
29/01/26 17.30;Tilapia;7.76;5.39;28.49
29/01/26 17.45;Tilapia;7.88;6.18;28.67
29/01/26 18.00;Tilapia;7.98;5.24;28.24
29/01/26 18.15;Tilapia;7.96;5.38;28.55
29/01/26 18.30;Tilapia;7.75;5.64;28.8
29/01/26 18.45;Tilapia;8.04;5.23;28.27
29/01/26 19.00;Tilapia;7.98;5.38;28.46
29/01/26 19.15;Tilapia;7.9;5.36;28
29/01/26 19.30;Tilapia;7.76;5.3;28.19
29/01/26 19.45;Tilapia;7.95;5.56;27.89
29/01/26 20.00;Tilapia;8.02;4.95;27.69
29/01/26 20.15;Tilapia;7.71;5.02;27.49
29/01/26 20.30;Tilapia;7.77;5;27.82
29/01/26 20.45;Tilapia;7.79;4.92;28.02
29/01/26 21.00;Tilapia;7.68;4.65;27.43
29/01/26 21.15;Tilapia;7.88;4.33;27.86
29/01/26 21.30;Tilapia;7.82;4.51;27.06
29/01/26 21.45;Tilapia;7.84;4.29;26.69
29/01/26 22.00;Tilapia;7.74;4.65;27.35
29/01/26 22.15;Tilapia;7.76;4.31;27.3
29/01/26 22.30;Tilapia;7.89;4.84;27.48
29/01/26 22.45;Tilapia;7.93;4.5;27.21
29/01/26 23.00;Tilapia;7.69;4.61;27.18
29/01/26 23.15;Tilapia;7.68;4.36;27.62
29/01/26 23.30;Tilapia;7.83;4.4;27.2
29/01/26 23.45;Tilapia;7.45;3.95;26.68
30/01/26 00.00;Tilapia;7.59;2.9;26.18
30/01/26 00.15;Tilapia;7.64;3.68;26.6
30/01/26 00.30;Tilapia;7.83;4.25;27.39
30/01/26 00.45;Tilapia;7.4;2.82;26.54
30/01/26 01.00;Tilapia;7.64;4.31;27.16
30/01/26 01.15;Tilapia;7.71;4.05;27.6
30/01/26 01.30;Tilapia;7.64;4.23;27.78
30/01/26 01.45;Tilapia;7.74;4.12;27.76
30/01/26 02.00;Tilapia;7.64;4.21;27.97
30/01/26 02.15;Tilapia;7.38;3.84;27.13
30/01/26 02.30;Tilapia;7.77;3.82;27.72
30/01/26 02.45;Tilapia;7.42;2.76;27
30/01/26 03.00;Tilapia;7.7;2.64;26.88
30/01/26 03.15;Tilapia;7.69;4.85;28.1
30/01/26 03.30;Tilapia;7.91;4.57;28.01
30/01/26 03.45;Tilapia;7.76;3.66;28.19
30/01/26 04.00;Tilapia;7.66;3.79;27.81
30/01/26 04.15;Tilapia;7.61;4.5;28.68
30/01/26 04.30;Tilapia;7.63;4.08;28.13
30/01/26 04.45;Tilapia;7.74;4.72;28.33
30/01/26 05.00;Tilapia;7.74;4.07;28.56
30/01/26 05.15;Tilapia;7.72;4.35;29.01
30/01/26 05.30;Tilapia;7.5;4.42;29.01
30/01/26 05.45;Tilapia;7.54;4.91;28.8
30/01/26 06.00;Tilapia;7.66;4.68;29.18
30/01/26 06.15;Tilapia;7.82;5.1;28.89
30/01/26 06.30;Tilapia;7.69;5.14;29.27
30/01/26 06.45;Tilapia;7.84;5.24;29.3
30/01/26 07.00;Tilapia;7.81;5.65;29.87
30/01/26 07.15;Tilapia;7.99;5.53;29.65
30/01/26 07.30;Tilapia;7.96;5.39;29.56
30/01/26 07.45;Tilapia;7.97;5.85;30.26
30/01/26 08.00;Tilapia;7.83;5.36;30.02
30/01/26 08.15;Tilapia;7.78;5.84;30.34
30/01/26 08.30;Tilapia;7.63;5.85;30.31
30/01/26 08.45;Tilapia;7.88;5.84;29.97
30/01/26 09.00;Tilapia;7.94;5.75;30.7
30/01/26 09.15;Tilapia;8.12;5.58;30.04
30/01/26 09.30;Tilapia;7.91;6.09;30.4
30/01/26 09.45;Tilapia;7.72;5.67;30.58
30/01/26 10.00;Tilapia;7.65;5.38;29.82
30/01/26 10.15;Tilapia;7.74;6.47;29.9
30/01/26 10.30;Tilapia;7.92;5.81;29.89
30/01/26 10.45;Tilapia;7.81;6.19;30.57
30/01/26 11.00;Tilapia;7.96;6.23;30.4
30/01/26 11.15;Tilapia;7.96;6.51;30.37
30/01/26 11.30;Tilapia;7.7;6.21;30.02
30/01/26 11.45;Tilapia;7.9;6.23;30.25
30/01/26 12.00;Tilapia;8.01;6.49;30.31
30/01/26 12.15;Tilapia;7.95;5.93;30.33
30/01/26 12.30;Tilapia;7.75;5.91;29.38
30/01/26 12.45;Tilapia;7.81;5.79;30.73
30/01/26 13.00;Tilapia;7.68;5.75;29.99
30/01/26 13.15;Tilapia;7.93;6.49;30.37
30/01/26 13.30;Tilapia;8.05;6.22;29.29
30/01/26 13.45;Tilapia;8.04;6.09;30.34
30/01/26 14.00;Tilapia;8.08;6.42;29.89
30/01/26 14.15;Tilapia;7.84;5.82;29.54
30/01/26 14.30;Tilapia;7.83;6.04;29.38
30/01/26 14.45;Tilapia;7.74;5.88;29.01
30/01/26 15.00;Tilapia;7.92;6.52;30.12
30/01/26 15.15;Tilapia;7.79;6.11;29.33
30/01/26 15.30;Tilapia;7.93;6.4;28.98
30/01/26 15.45;Tilapia;8.08;5.73;29.44
30/01/26 16.00;Tilapia;8.04;6.37;29.44
30/01/26 16.15;Tilapia;7.84;5.71;29.38
30/01/26 16.30;Tilapia;7.88;6.34;29.6
30/01/26 16.45;Tilapia;7.83;5.94;28.61
30/01/26 17.00;Tilapia;7.89;5.92;28.56
30/01/26 17.15;Tilapia;8.05;6.19;29.02
30/01/26 17.30;Tilapia;7.81;5.81;28.94
30/01/26 17.45;Tilapia;7.8;5.82;28.39
30/01/26 18.00;Tilapia;7.93;5.56;27.97
30/01/26 18.15;Tilapia;7.87;5.4;27.75
30/01/26 18.30;Tilapia;7.71;5.67;28.62
30/01/26 18.45;Tilapia;7.84;5.39;28.28
30/01/26 19.00;Tilapia;7.74;4.88;28.49
30/01/26 19.15;Tilapia;7.88;5.37;27.98
30/01/26 19.30;Tilapia;7.81;5.07;27.89
30/01/26 19.45;Tilapia;7.83;5.07;28.36
30/01/26 20.00;Tilapia;7.93;4.93;28.1
30/01/26 20.15;Tilapia;7.93;4.32;27.72
30/01/26 20.30;Tilapia;7.88;4.97;28.05
30/01/26 20.45;Tilapia;7.78;4.8;27.84
30/01/26 21.00;Tilapia;7.76;4.61;27.48
30/01/26 21.15;Tilapia;7.66;4.53;27.35
30/01/26 21.30;Tilapia;7.72;4.37;27.49
30/01/26 21.45;Tilapia;7.94;4.73;27.1
30/01/26 22.00;Tilapia;7.85;4.65;27.39
30/01/26 22.15;Tilapia;7.83;4.65;27.29
30/01/26 22.30;Tilapia;7.79;4.78;27.71
30/01/26 22.45;Tilapia;7.89;4.23;27.11
30/01/26 23.00;Tilapia;7.78;4.46;27.51
30/01/26 23.15;Tilapia;7.74;4.43;27.47
30/01/26 23.30;Tilapia;7.77;4.12;27.15
30/01/26 23.45;Tilapia;7.81;4.57;27.61
31/01/26 00.00;Tilapia;7.8;4.15;27.45
31/01/26 00.15;Tilapia;7.77;3.95;27.45
31/01/26 00.30;Tilapia;7.72;4.14;26.99
31/01/26 00.45;Tilapia;7.95;4.05;27.22
31/01/26 01.00;Tilapia;7.67;4.32;27.21
31/01/26 01.15;Tilapia;7.84;4.5;27.68
31/01/26 01.30;Tilapia;7.75;4.4;27.08
31/01/26 01.45;Tilapia;7.76;4.15;27.66
31/01/26 02.00;Tilapia;7.8;4.41;28.03
31/01/26 02.15;Tilapia;7.82;4.44;27.52
31/01/26 02.30;Tilapia;7.56;4.3;28.53
31/01/26 02.45;Tilapia;7.95;4.4;28.45
31/01/26 03.00;Tilapia;7.74;4.2;28.43
31/01/26 03.15;Tilapia;7.67;4.05;28.82
31/01/26 03.30;Tilapia;7.65;4.34;28.32
31/01/26 03.45;Tilapia;7.89;4.46;28.49
31/01/26 04.00;Tilapia;7.78;4.37;28.07
31/01/26 04.15;Tilapia;7.75;4.46;28.79
31/01/26 04.30;Tilapia;7.88;5.06;28.75
31/01/26 04.45;Tilapia;7.72;4.47;28.83
31/01/26 05.00;Tilapia;7.68;4.79;29.15
31/01/26 05.15;Tilapia;7.86;4.44;28.86
31/01/26 05.30;Tilapia;7.73;4.73;29.09
31/01/26 05.45;Tilapia;7.73;4.88;29.04
31/01/26 06.00;Tilapia;7.88;5.04;29.66
31/01/26 06.15;Tilapia;7.86;4.76;29.09
31/01/26 06.30;Tilapia;7.62;4.89;29.74
31/01/26 06.45;Tilapia;7.62;4.93;29.65
31/01/26 07.00;Tilapia;7.76;5.01;29.55
31/01/26 07.15;Tilapia;7.79;5.38;29.61
31/01/26 07.30;Tilapia;7.88;5.32;30.03
31/01/26 07.45;Tilapia;7.89;5.46;30.26
31/01/26 08.00;Tilapia;7.93;5.41;30.39
31/01/26 08.15;Tilapia;7.96;5.57;30.33
31/01/26 08.30;Tilapia;8.05;5.91;29.97
31/01/26 08.45;Tilapia;7.94;5.68;30.57
31/01/26 09.00;Tilapia;7.89;5.94;30.55
31/01/26 09.15;Tilapia;7.71;5.63;30.12
31/01/26 09.30;Tilapia;7.85;6.11;30.15
31/01/26 09.45;Tilapia;7.66;6.36;30.62
31/01/26 10.00;Tilapia;8.04;5.65;30.24
31/01/26 10.15;Tilapia;7.83;6.39;30.75
31/01/26 10.30;Tilapia;7.89;6.34;30.05
31/01/26 10.45;Tilapia;7.79;6.1;30.18
31/01/26 11.00;Tilapia;7.82;6.45;30.8
31/01/26 11.15;Tilapia;7.66;6.04;30.12
31/01/26 11.30;Tilapia;7.87;5.79;30.42
31/01/26 11.45;Tilapia;7.97;6.33;30.22
31/01/26 12.00;Tilapia;7.96;6.66;30.53
31/01/26 12.15;Tilapia;7.88;6.29;30.45
31/01/26 12.30;Tilapia;8.04;6.22;30.29
31/01/26 12.45;Tilapia;8.04;6.77;30.14
31/01/26 13.00;Tilapia;8.01;6.12;30.15
31/01/26 13.15;Tilapia;7.72;6.54;30.01
31/01/26 13.30;Tilapia;8.09;6.21;30.35
31/01/26 13.45;Tilapia;7.67;6.04;29.91
31/01/26 14.00;Tilapia;7.95;6.33;29.86
31/01/26 14.15;Tilapia;7.96;6.29;30.1
31/01/26 14.30;Tilapia;8.06;5.89;29.23
31/01/26 14.45;Tilapia;7.82;6.7;30.09
31/01/26 15.00;Tilapia;7.95;5.98;29.73
31/01/26 15.15;Tilapia;7.74;5.99;29.1
31/01/26 15.30;Tilapia;7.86;6.6;29.19
31/01/26 15.45;Tilapia;7.92;6.05;29.13
31/01/26 16.00;Tilapia;7.81;6.03;29.67
31/01/26 16.15;Tilapia;7.98;5.57;29.07
31/01/26 16.30;Tilapia;8.06;6.25;28.51
31/01/26 16.45;Tilapia;7.68;5.18;27.98
31/01/26 17.00;Tilapia;8.02;5.9;29.05
31/01/26 17.15;Tilapia;7.7;6.04;28.61
31/01/26 17.30;Tilapia;7.85;5.42;28.38
31/01/26 17.45;Tilapia;7.88;5.57;28.41
31/01/26 18.00;Tilapia;7.77;5.49;28.32
31/01/26 18.15;Tilapia;7.99;5.78;27.7
31/01/26 18.30;Tilapia;7.68;5.67;28.43
31/01/26 18.45;Tilapia;7.86;5.04;28.01
31/01/26 19.00;Tilapia;7.85;4.99;27.75
31/01/26 19.15;Tilapia;7.77;5.55;27.72
31/01/26 19.30;Tilapia;7.87;5.15;27.9
31/01/26 19.45;Tilapia;7.94;5.35;27.93
31/01/26 20.00;Tilapia;7.8;4.54;27.47
31/01/26 20.15;Tilapia;7.69;3.81;27.29
31/01/26 20.30;Tilapia;7.71;4.51;27.26
31/01/26 20.45;Tilapia;7.84;4.04;26.71
31/01/26 21.00;Tilapia;7.73;4.29;26.93
31/01/26 21.15;Tilapia;7.56;4.7;26.99
31/01/26 21.30;Tilapia;7.66;4.6;27.76
31/01/26 21.45;Tilapia;7.82;4.36;27
31/01/26 22.00;Tilapia;7.68;4.44;26.92
31/01/26 22.15;Tilapia;7.82;4.35;27.05
31/01/26 22.30;Tilapia;7.71;4.56;26.85
31/01/26 22.45;Tilapia;7.76;3.94;27.09
31/01/26 23.00;Tilapia;7.74;4.22;27.25
31/01/26 23.15;Tilapia;7.93;3.91;27.41
31/01/26 23.30;Tilapia;7.58;3.78;27.03
31/01/26 23.45;Tilapia;7.51;3.9;27.26
01/02/26 00.00;Tilapia;7.61;3.81;27.58
01/02/26 00.15;Tilapia;7.51;4.1;26.6
01/02/26 00.30;Tilapia;7.71;3.96;27.53
01/02/26 00.45;Tilapia;7.9;3.69;27.65
01/02/26 01.00;Tilapia;7.55;4.28;27.24
01/02/26 01.15;Tilapia;7.69;4;27.23
01/02/26 01.30;Tilapia;7.72;3.99;27.57
01/02/26 01.45;Tilapia;7.78;4.06;27.68
01/02/26 02.00;Tilapia;7.68;4.32;27.74
01/02/26 02.15;Tilapia;7.85;4.19;27.56
01/02/26 02.30;Tilapia;7.81;3.89;27.92
01/02/26 02.45;Tilapia;7.6;4.13;27.93
01/02/26 03.00;Tilapia;7.67;4.3;28.22
01/02/26 03.15;Tilapia;7.62;3.99;28.17
01/02/26 03.30;Tilapia;7.84;4.65;27.96
01/02/26 03.45;Tilapia;7.51;4.73;28.44
01/02/26 04.00;Tilapia;7.64;4.36;28.2
01/02/26 04.15;Tilapia;7.91;4.7;28.34
01/02/26 04.30;Tilapia;7.58;4.46;28.52
01/02/26 04.45;Tilapia;7.67;4.92;28.58
01/02/26 05.00;Tilapia;7.79;4.66;28.81
01/02/26 05.15;Tilapia;7.69;4.56;28.62
01/02/26 05.30;Tilapia;7.55;4.91;29
01/02/26 05.45;Tilapia;7.73;4.94;29.08
01/02/26 06.00;Tilapia;8;5.07;29.37
01/02/26 06.15;Tilapia;7.95;5.16;29.35
01/02/26 06.30;Tilapia;7.79;5.09;28.96
01/02/26 06.45;Tilapia;7.67;5.02;29.41
01/02/26 07.00;Tilapia;7.78;5.23;30.07
01/02/26 07.15;Tilapia;7.79;5.2;29.56
01/02/26 07.30;Tilapia;7.78;5.5;30.16
01/02/26 07.45;Tilapia;7.62;5.28;29.58
01/02/26 08.00;Tilapia;8.02;5.19;30.12
01/02/26 08.15;Tilapia;7.67;5.55;30.53
01/02/26 08.30;Tilapia;7.86;5.88;30.26
01/02/26 08.45;Tilapia;7.75;5.9;30.29
01/02/26 09.00;Tilapia;7.73;5.97;29.97
01/02/26 09.15;Tilapia;7.88;5.62;30.31
01/02/26 09.30;Tilapia;7.71;5.21;30.31
01/02/26 09.45;Tilapia;7.74;5.82;30.29
01/02/26 10.00;Tilapia;7.7;5.85;30.66
01/02/26 10.15;Tilapia;7.83;6.33;30.14
01/02/26 10.30;Tilapia;8;5.82;30.18
01/02/26 10.45;Tilapia;7.63;6;30.42
01/02/26 11.00;Tilapia;7.86;6.4;30.6
01/02/26 11.15;Tilapia;7.77;6.24;30.31
01/02/26 11.30;Tilapia;8.14;6.16;30.62
01/02/26 11.45;Tilapia;7.92;6.07;30.35
01/02/26 12.00;Tilapia;8;5.87;30.48
01/02/26 12.15;Tilapia;8.06;6.47;30.88
01/02/26 12.30;Tilapia;7.85;6.32;30.58
01/02/26 12.45;Tilapia;7.98;6.6;30.51
01/02/26 13.00;Tilapia;7.93;6.57;30.13
01/02/26 13.15;Tilapia;7.97;6.36;30.39
01/02/26 13.30;Tilapia;8.07;6.41;30.29
01/02/26 13.45;Tilapia;7.9;5.92;30.43
01/02/26 14.00;Tilapia;7.74;6.2;29.78
01/02/26 14.15;Tilapia;7.86;6.17;29.62
01/02/26 14.30;Tilapia;8.05;6.58;30.05
01/02/26 14.45;Tilapia;7.88;6.22;29.79
01/02/26 15.00;Tilapia;7.7;6.35;29.77
01/02/26 15.15;Tilapia;7.88;5.85;29.37
01/02/26 15.30;Tilapia;8.11;6.07;29.53
01/02/26 15.45;Tilapia;7.76;5.6;29.64
01/02/26 16.00;Tilapia;7.88;6.28;29.41
01/02/26 16.15;Tilapia;7.95;6.25;28.97
01/02/26 16.30;Tilapia;7.81;5.65;29.17
01/02/26 16.45;Tilapia;7.93;5.53;29.04
01/02/26 17.00;Tilapia;7.84;5.87;29.09
01/02/26 17.15;Tilapia;7.8;5.78;28.88
01/02/26 17.30;Tilapia;7.94;5.64;28.66
01/02/26 17.45;Tilapia;8.02;5.76;28.52
01/02/26 18.00;Tilapia;7.81;5.6;28.62
01/02/26 18.15;Tilapia;7.94;5.46;28.26
01/02/26 18.30;Tilapia;7.8;5.87;27.66
01/02/26 18.45;Tilapia;7.95;4.96;28.16
01/02/26 19.00;Tilapia;7.99;5.03;28.06
01/02/26 19.15;Tilapia;7.6;4.31;27.17
01/02/26 19.30;Tilapia;7.64;5.23;27.59
01/02/26 19.45;Tilapia;7.83;4.76;27.39
01/02/26 20.00;Tilapia;7.7;4.64;27.41
01/02/26 20.15;Tilapia;7.74;5.12;27.28
01/02/26 20.30;Tilapia;7.76;5.09;27.68
01/02/26 20.45;Tilapia;7.64;4.63;27.24
01/02/26 21.00;Tilapia;7.76;4.48;27.66
01/02/26 21.15;Tilapia;7.68;4.11;27.49
01/02/26 21.30;Tilapia;7.89;4.14;26.75
01/02/26 21.45;Tilapia;7.77;4.08;27.15
01/02/26 22.00;Tilapia;7.65;4.57;26.79
01/02/26 22.15;Tilapia;7.83;3.85;27.2
01/02/26 22.30;Tilapia;7.7;4.32;27.49
01/02/26 22.45;Tilapia;7.51;3.56;26.62
01/02/26 23.00;Tilapia;7.68;3.37;26.97
01/02/26 23.15;Tilapia;7.54;4.08;27.37
01/02/26 23.30;Tilapia;7.52;4.16;27
01/02/26 23.45;Tilapia;7.72;3.96;27.8
02/02/26 00.00;Tilapia;7.66;4.22;27.34
02/02/26 00.15;Tilapia;7.64;3.87;27.46
02/02/26 00.30;Tilapia;7.61;4.07;27.31
02/02/26 00.45;Tilapia;7.64;4.12;27.46
02/02/26 01.00;Tilapia;7.77;4.33;27.36
02/02/26 01.15;Tilapia;7.83;3.88;27.36
02/02/26 01.30;Tilapia;7.8;3.94;27.51
02/02/26 01.45;Tilapia;7.71;4.22;27.56
02/02/26 02.00;Tilapia;7.82;3.91;27.69
02/02/26 02.15;Tilapia;7.57;4.3;27.58
02/02/26 02.30;Tilapia;7.69;4.62;28.03
02/02/26 02.45;Tilapia;7.59;4.3;27.45
02/02/26 03.00;Tilapia;7.55;4.07;28.23
02/02/26 03.15;Tilapia;7.58;4.62;28.02
02/02/26 03.30;Tilapia;7.68;4.5;28.42
02/02/26 03.45;Tilapia;7.88;4.34;28.25
02/02/26 04.00;Tilapia;7.6;4.71;28.44
02/02/26 04.15;Tilapia;7.78;4.78;28.3
02/02/26 04.30;Tilapia;7.71;4.25;28.46
02/02/26 04.45;Tilapia;7.75;4.52;28.46
02/02/26 05.00;Tilapia;7.75;4.99;28.72
02/02/26 05.15;Tilapia;7.72;4.91;29.17
02/02/26 05.30;Tilapia;7.61;5.05;29.3
02/02/26 05.45;Tilapia;7.79;4.65;29.06
02/02/26 06.00;Tilapia;7.76;4.8;29.44
02/02/26 06.15;Tilapia;7.69;5.17;29.24
02/02/26 06.30;Tilapia;7.66;5.17;29.75
02/02/26 06.45;Tilapia;7.68;5.01;29.67
02/02/26 07.00;Tilapia;7.79;5.16;30.18
02/02/26 07.15;Tilapia;7.76;5.11;30.26
02/02/26 07.30;Tilapia;7.94;5.24;29.68
02/02/26 07.45;Tilapia;7.82;5.28;29.9
02/02/26 08.00;Tilapia;8;4.89;29.45
02/02/26 08.15;Tilapia;7.64;5.14;29.79
02/02/26 08.30;Tilapia;7.95;5.66;30.45
02/02/26 08.45;Tilapia;7.79;6.14;30.07
02/02/26 09.00;Tilapia;8.01;5.87;30.19
02/02/26 09.15;Tilapia;7.8;5.76;30.44
02/02/26 09.30;Tilapia;7.85;6.13;30.67
02/02/26 09.45;Tilapia;7.83;5.97;30.59
02/02/26 10.00;Tilapia;7.71;6.52;30.37
02/02/26 10.15;Tilapia;7.71;5.66;30.55
02/02/26 10.30;Tilapia;8;6.29;30.61
02/02/26 10.45;Tilapia;8.05;6.45;30.71
02/02/26 11.00;Tilapia;7.94;5.89;30.55
02/02/26 11.15;Tilapia;7.8;6.13;30.31
02/02/26 11.30;Tilapia;8.1;6.47;30.47
02/02/26 11.45;Tilapia;7.84;6.83;30.14
02/02/26 12.00;Tilapia;7.99;5.79;30.48
02/02/26 12.15;Tilapia;7.93;5.57;30.56
02/02/26 12.30;Tilapia;8.01;6.31;30.28
02/02/26 12.45;Tilapia;7.91;6.12;30.13
02/02/26 13.00;Tilapia;7.98;6.12;30.19
02/02/26 13.15;Tilapia;8.05;6.42;30.05
02/02/26 13.30;Tilapia;7.87;6.26;30.05
02/02/26 13.45;Tilapia;7.91;6.72;30.11
02/02/26 14.00;Tilapia;7.83;6.21;30.04
02/02/26 14.15;Tilapia;7.9;6.24;29.62
02/02/26 14.30;Tilapia;7.96;6.18;29.57
02/02/26 14.45;Tilapia;7.87;6.01;29.83
02/02/26 15.00;Tilapia;7.96;6.72;29.49
02/02/26 15.15;Tilapia;8.05;5.89;29.75
02/02/26 15.30;Tilapia;7.97;6.15;29.08
02/02/26 15.45;Tilapia;7.81;5.84;29.53
02/02/26 16.00;Tilapia;7.82;6.03;29.15
02/02/26 16.15;Tilapia;7.95;5.44;29.32
02/02/26 16.30;Tilapia;7.78;5.6;29.38
02/02/26 16.45;Tilapia;7.77;5.76;28.9
02/02/26 17.00;Tilapia;7.96;5.78;28.64
02/02/26 17.15;Tilapia;7.77;6.01;28.55
02/02/26 17.30;Tilapia;7.93;5.6;28.8
02/02/26 17.45;Tilapia;7.87;5.74;28.71
02/02/26 18.00;Tilapia;8.06;5.78;28.77
02/02/26 18.15;Tilapia;7.87;5.53;28.05
02/02/26 18.30;Tilapia;7.75;5.11;28.28
02/02/26 18.45;Tilapia;7.96;5.34;28.21
02/02/26 19.00;Tilapia;7.6;4.93;28.17
02/02/26 19.15;Tilapia;7.67;5.37;27.79
02/02/26 19.30;Tilapia;7.96;5.42;27.83
02/02/26 19.45;Tilapia;7.68;5.42;27.72
02/02/26 20.00;Tilapia;7.72;5.04;27.66
02/02/26 20.15;Tilapia;7.82;5.18;27.63
02/02/26 20.30;Tilapia;7.75;4.85;27.54
02/02/26 20.45;Tilapia;7.94;4.59;27.96
02/02/26 21.00;Tilapia;7.74;4.69;27.12
02/02/26 21.15;Tilapia;7.69;4.65;27.62
02/02/26 21.30;Tilapia;7.7;4.74;27.25
02/02/26 21.45;Tilapia;7.63;4.45;27.74
02/02/26 22.00;Tilapia;7.83;4.53;27.17
02/02/26 22.15;Tilapia;7.86;4.13;27.6
02/02/26 22.30;Tilapia;7.76;4.2;27.21
02/02/26 22.45;Tilapia;7.65;4.28;26.88
02/02/26 23.00;Tilapia;7.73;4.45;27.17
02/02/26 23.15;Tilapia;7.56;4.54;27.5
02/02/26 23.30;Tilapia;7.66;4.16;27.24
02/02/26 23.45;Tilapia;7.79;4.58;27.2
03/02/26 00.00;Tilapia;7.78;4.39;27.28
03/02/26 00.15;Tilapia;8;3.83;27.32
03/02/26 00.30;Tilapia;7.76;3.99;27.57
03/02/26 00.45;Tilapia;7.58;4.11;27.35
03/02/26 01.00;Tilapia;7.53;4.09;27.33
03/02/26 01.15;Tilapia;7.75;4;27.68
03/02/26 01.30;Tilapia;7.61;4.18;27.58
03/02/26 01.45;Tilapia;7.67;4.64;27.68
03/02/26 02.00;Tilapia;7.75;4.29;27.73
03/02/26 02.15;Tilapia;7.8;4.14;27.8
03/02/26 02.30;Tilapia;7.69;4.11;27.43
03/02/26 02.45;Tilapia;7.79;4.26;27.98
03/02/26 03.00;Tilapia;7.65;4.39;27.79
03/02/26 03.15;Tilapia;7.7;4.11;28.27
03/02/26 03.30;Tilapia;7.8;4.16;28.49
03/02/26 03.45;Tilapia;7.66;3.99;28.51
03/02/26 04.00;Tilapia;7.78;4.7;28.79
03/02/26 04.15;Tilapia;7.9;4.72;28.79
03/02/26 04.30;Tilapia;7.83;4.43;28.8
03/02/26 04.45;Tilapia;7.65;4.9;28.84
03/02/26 05.00;Tilapia;7.69;5.04;28.97
03/02/26 05.15;Tilapia;7.67;4.79;29.14
03/02/26 05.30;Tilapia;7.64;4.73;28.94
03/02/26 05.45;Tilapia;7.83;4.97;29.1
03/02/26 06.00;Tilapia;7.87;5.23;29.46
03/02/26 06.15;Tilapia;7.9;4.81;29.14
03/02/26 06.30;Tilapia;7.81;5.25;29.93
03/02/26 06.45;Tilapia;7.65;4.98;28.91
03/02/26 07.00;Tilapia;7.76;5.35;29.9
03/02/26 07.15;Tilapia;7.65;5.46;29.72
03/02/26 07.30;Tilapia;7.6;5.63;29.59
03/02/26 07.45;Tilapia;7.86;5.39;29.84
03/02/26 08.00;Tilapia;7.89;5.67;29.78
03/02/26 08.15;Tilapia;7.79;5.98;30.33
03/02/26 08.30;Tilapia;7.86;5.35;30.58
03/02/26 08.45;Tilapia;7.78;5.71;29.88
03/02/26 09.00;Tilapia;7.82;5.81;29.97
03/02/26 09.15;Tilapia;7.68;5.7;30.45
03/02/26 09.30;Tilapia;7.91;5.96;30.45
03/02/26 09.45;Tilapia;7.8;5.77;30.34
03/02/26 10.00;Tilapia;7.85;6.18;30.31
03/02/26 10.15;Tilapia;7.91;6.32;30.45
03/02/26 10.30;Tilapia;7.88;6.1;30.65
